;id;pesid;data_inversa;dia_semana;horario;uf;br;km;municipio;causa_principal;causa_acidente;ordem_tipo_acidente;tipo_acidente;classificacao_acidente;fase_dia;sentido_via;condicao_metereologica;tipo_pista;tracado_via;uso_solo;id_veiculo;tipo_veiculo;marca;ano_fabricacao_veiculo;tipo_envolvido;estado_fisico;idade;sexo;ilesos;feridos_leves;feridos_graves;mortos;latitude;longitude
43752;121776.0;265736.0;2018-03-29;quinta-feira;12:10:00;ES;101.0;203,8;JOAO NEIVA                                                  ;Sim                 ;Velocidade Incompatível                                                                             ;1;Tombamento                                                                                                                                                                                              ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Céu Claro           ;Simples             ;Reta                          ;Sim       ;217970;Motocicleta         ;HARLEY DAVIDSON                                   ;2012.0;Condutor            ;Lesões Leves        ;35.0;Masculino           ;0;1;0;0;-19.75765668;-40.36308289
43854;121830.0;267578.0;2018-03-29;quinta-feira;14:45:00;ES;101.0;234,7;FUNDAO                                                      ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Colisão frontal                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Curva                         ;Não       ;217814;Caminhão            ;FORD                                              ;2014.0;Condutor            ;Ileso               ;37.0;Masculino           ;1;0;0;0;-19.99141741;-40.41320801
43855;121830.0;267572.0;2018-03-29;quinta-feira;14:45:00;ES;101.0;234,7;FUNDAO                                                      ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Colisão frontal                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Curva                         ;Não       ;217813;Automóvel           ;FIAT                                              ;2007.0;Passageiro          ;Lesões Leves        ;41.0;Masculino           ;0;1;0;0;-19.99141741;-40.41320801
43856;121830.0;267568.0;2018-03-29;quinta-feira;14:45:00;ES;101.0;234,7;FUNDAO                                                      ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Colisão frontal                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Curva                         ;Não       ;217813;Automóvel           ;FIAT                                              ;2007.0;Condutor            ;Lesões Graves       ;37.0;Masculino           ;0;0;1;0;-19.99141741;-40.41320801
44022;121912.0;265868.0;2018-03-29;quinta-feira;19:35:00;ES;101.0;393;RIO NOVO DO SUL                                             ;Sim                 ;Ultrapassagem Indevida                                                                              ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Céu Claro           ;Simples             ;Interseção de vias            ;Não       ;218019;Motocicleta         ;HONDA                                             ;2001.0;Condutor            ;Lesões Leves        ;29.0;Masculino           ;0;1;0;0;-20.87292728;-40.9185791
44023;121912.0;265876.0;2018-03-29;quinta-feira;19:35:00;ES;101.0;393;RIO NOVO DO SUL                                             ;Sim                 ;Ultrapassagem Indevida                                                                              ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Céu Claro           ;Simples             ;Interseção de vias            ;Não       ;218020;Caminhonete         ;CHEVROLET                                         ;2011.0;Condutor            ;Ileso               ;30.0;Masculino           ;1;0;0;0;-20.87292728;-40.9185791
44024;121912.0;265910.0;2018-03-29;quinta-feira;19:35:00;ES;101.0;393;RIO NOVO DO SUL                                             ;Sim                 ;Ultrapassagem Indevida                                                                              ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Céu Claro           ;Simples             ;Interseção de vias            ;Não       ;218118;Caminhão            ;                                                  ;;Condutor            ;Não Informado       ;;Não Informado       ;0;0;0;0;-20.87292728;-40.9185791
44147;121966.0;267883.0;2018-03-29;quinta-feira;22:30:00;ES;101.0;273;SERRA                                                       ;Sim                 ;Avarias e/ou desgaste excessivo no pneu                                                             ;1;Capotamento                                                                                                                                                                                             ;Com Vítimas Feridas;Plena Noite         ;Decrescente         ;Garoa/Chuvisco      ;Dupla               ;Reta                          ;Não       ;219585;Utilitário          ;I                                                 ;2011.0;Condutor            ;Lesões Leves        ;31.0;Masculino           ;0;1;0;0;-20.0967082;-40.33925429999999
44187;121988.0;267994.0;2018-03-30;sexta-feira;00:50:00;ES;101.0;142,4;LINHARES                                                    ;Sim                 ;Ingestão de Álcool                                                                                  ;1;Colisão transversal                                                                                                                                                                                     ;Sem Vítimas;Plena Noite         ;Decrescente         ;Céu Claro           ;Múltipla            ;Curva                         ;Sim       ;218104;Automóvel           ;GM                                                ;2007.0;Condutor            ;Ileso               ;51.0;Masculino           ;1;0;0;0;-19.33819058;-40.06556422
44188;121988.0;267998.0;2018-03-30;sexta-feira;00:50:00;ES;101.0;142,4;LINHARES                                                    ;Sim                 ;Ingestão de Álcool                                                                                  ;1;Colisão transversal                                                                                                                                                                                     ;Sem Vítimas;Plena Noite         ;Decrescente         ;Céu Claro           ;Múltipla            ;Curva                         ;Sim       ;218105;Automóvel           ;I                                                 ;2010.0;Condutor            ;Ileso               ;38.0;Masculino           ;1;0;0;0;-19.33819058;-40.06556422
44447;122088.0;269267.0;2018-03-30;sexta-feira;12:40:00;ES;101.0;68;SAO MATEUS                                                  ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Sol                 ;Simples             ;Ponte                         ;Sim       ;220741;Automóvel           ;FORD                                              ;2015.0;Passageiro          ;Lesões Leves        ;2.0;Masculino           ;0;1;0;0;-18.720545;-39.865883000000004
44448;122088.0;269266.0;2018-03-30;sexta-feira;12:40:00;ES;101.0;68;SAO MATEUS                                                  ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Sol                 ;Simples             ;Ponte                         ;Sim       ;220741;Automóvel           ;FORD                                              ;2015.0;Condutor            ;Ileso               ;19.0;Masculino           ;1;0;0;0;-18.720545;-39.865883000000004
44540;122137.0;266361.0;2018-03-30;sexta-feira;16:50:00;ES;101.0;212,5;IBIRACU                                                     ;Sim                 ;Ingestão de Álcool                                                                                  ;1;Incêndio                                                                                                                                                                                                ;Sem Vítimas;Anoitecer           ;Crescente           ;Céu Claro           ;Simples             ;Reta                          ;Não       ;218460;Automóvel           ;FORD                                              ;1988.0;Testemunha          ;Não Informado       ;;Não Informado       ;0;0;0;0;-19.82088819;-40.36902934
44541;122137.0;266357.0;2018-03-30;sexta-feira;16:50:00;ES;101.0;212,5;IBIRACU                                                     ;Sim                 ;Ingestão de Álcool                                                                                  ;1;Incêndio                                                                                                                                                                                                ;Sem Vítimas;Anoitecer           ;Crescente           ;Céu Claro           ;Simples             ;Reta                          ;Não       ;218460;Automóvel           ;FORD                                              ;1988.0;Condutor            ;Ileso               ;;Masculino           ;1;0;0;0;-19.82088819;-40.36902934
44754;122243.0;266560.0;2018-03-31;sábado;07:18:00;ES;101.0;142,3;LINHARES                                                    ;Sim                 ;Defeito Mecânico no Veículo                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Sol                 ;Múltipla            ;Reta                          ;Sim       ;218612;Motocicleta         ;HONDA                                             ;2008.0;Condutor            ;Lesões Leves        ;25.0;Masculino           ;0;1;0;0;-19.3577936;-40.07263184
44755;122243.0;266561.0;2018-03-31;sábado;07:18:00;ES;101.0;142,3;LINHARES                                                    ;Sim                 ;Defeito Mecânico no Veículo                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Sol                 ;Múltipla            ;Reta                          ;Sim       ;218618;Caminhão            ;                                                  ;;Condutor            ;Não Informado       ;;Não Informado       ;0;0;0;0;-19.3577936;-40.07263184
44786;122259.0;266782.0;2018-03-31;sábado;11:15:00;ES;101.0;145,6;LINHARES                                                    ;Não                 ;Falta de Atenção à Condução                                                                         ;2;Tombamento                                                                                                                                                                                              ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Céu Claro           ;Múltipla            ;Reta                          ;Sim       ;218610;Motocicleta         ;HONDA                                             ;2015.0;Condutor            ;Lesões Leves        ;46.0;Masculino           ;0;1;0;0;-19.36704512;-40.06506264
44787;122259.0;266781.0;2018-03-31;sábado;11:15:00;ES;101.0;145,6;LINHARES                                                    ;Não                 ;Falta de Atenção à Condução                                                                         ;2;Tombamento                                                                                                                                                                                              ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Céu Claro           ;Múltipla            ;Reta                          ;Sim       ;218609;Automóvel           ;FIAT                                              ;2012.0;Condutor            ;Ileso               ;53.0;Masculino           ;1;0;0;0;-19.36704512;-40.06506264
44805;122268.0;266565.0;2018-03-31;sábado;11:30:00;ES;101.0;260;SERRA                                                       ;Sim                 ;Não guardar distância de segurança                                                                  ;1;Colisão lateral                                                                                                                                                                                         ;Sem Vítimas;Pleno dia           ;Crescente           ;Céu Claro           ;Dupla               ;Curva                         ;Não       ;218611;Utilitário          ;JEEP                                              ;2016.0;Condutor            ;Ileso               ;48.0;Masculino           ;1;0;0;0;-20.14634895;-40.28324127
44806;122268.0;266567.0;2018-03-31;sábado;11:30:00;ES;101.0;260;SERRA                                                       ;Sim                 ;Não guardar distância de segurança                                                                  ;1;Colisão lateral                                                                                                                                                                                         ;Sem Vítimas;Pleno dia           ;Crescente           ;Céu Claro           ;Dupla               ;Curva                         ;Não       ;218624;Automóvel           ;PEUGEOT                                           ;2010.0;Condutor            ;Ileso               ;42.0;Masculino           ;1;0;0;0;-20.14634895;-40.28324127
44904;122318.0;266767.0;2018-03-31;sábado;16:55:00;ES;101.0;267;SERRA                                                       ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Queda de ocupante de veículo                                                                                                                                                                            ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Múltipla            ;Interseção de vias            ;Sim       ;218756;Automóvel           ;                                                  ;;Condutor            ;Não Informado       ;;Não Informado       ;0;0;0;0;-20.18451419;-40.26695251
44905;122318.0;266766.0;2018-03-31;sábado;16:55:00;ES;101.0;267;SERRA                                                       ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Queda de ocupante de veículo                                                                                                                                                                            ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Múltipla            ;Interseção de vias            ;Sim       ;218755;Motocicleta         ;IMP                                               ;;Condutor            ;Lesões Graves       ;54.0;Masculino           ;0;0;1;0;-20.18451419;-40.26695251
45016;122358.0;266806.0;2018-03-31;sábado;19:30:00;ES;101.0;300;VIANA                                                       ;Sim                 ;Agressão Externa                                                                                    ;1;Colisão lateral                                                                                                                                                                                         ;Sem Vítimas;Plena Noite         ;Crescente           ;Céu Claro           ;Múltipla            ;Reta                          ;Sim       ;218777;Automóvel           ;VW                                                ;;Condutor            ;Não Informado       ;;Não Informado       ;0;0;0;0;-20.3589962;-40.4374539
45017;122358.0;266793.0;2018-03-31;sábado;19:30:00;ES;101.0;300;VIANA                                                       ;Sim                 ;Agressão Externa                                                                                    ;1;Colisão lateral                                                                                                                                                                                         ;Sem Vítimas;Plena Noite         ;Crescente           ;Céu Claro           ;Múltipla            ;Reta                          ;Sim       ;218776;Automóvel           ;VW                                                ;2008.0;Condutor            ;Ileso               ;55.0;Masculino           ;1;0;0;0;-20.3589962;-40.4374539
45237;122473.0;267150.0;2018-04-01;domingo;11:00:00;ES;101.0;100,5;JAGUARE                                                     ;Sim                 ;Defeito Mecânico no Veículo                                                                         ;1;Tombamento                                                                                                                                                                                              ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Desvio Temporário             ;Não       ;219039;Motocicleta         ;YAMAHA                                            ;2011.0;Passageiro          ;Lesões Graves       ;32.0;Feminino            ;0;0;1;0;-18.99121544;-40.00074059
45238;122473.0;267140.0;2018-04-01;domingo;11:00:00;ES;101.0;100,5;JAGUARE                                                     ;Sim                 ;Defeito Mecânico no Veículo                                                                         ;1;Tombamento                                                                                                                                                                                              ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Desvio Temporário             ;Não       ;219039;Motocicleta         ;YAMAHA                                            ;2011.0;Condutor            ;Lesões Graves       ;33.0;Masculino           ;0;0;1;0;-18.99121544;-40.00074059
45258;122482.0;267108.0;2018-04-01;domingo;12:00:00;ES;101.0;159;LINHARES                                                    ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Interseção de vias            ;Sim       ;218988;Automóvel           ;GM                                                ;1999.0;Condutor            ;Ileso               ;32.0;Masculino           ;1;0;0;0;-19.41997316;-40.07125854
45259;122482.0;267109.0;2018-04-01;domingo;12:00:00;ES;101.0;159;LINHARES                                                    ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão transversal                                                                                                                                                                                     ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Interseção de vias            ;Sim       ;218989;Motocicleta         ;HONDA                                             ;2006.0;Condutor            ;Lesões Leves        ;28.0;Masculino           ;0;1;0;0;-19.41997316;-40.07125854
45263;122484.0;267119.0;2018-04-01;domingo;10:55:00;ES;101.0;333,3;GUARAPARI                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;3;Capotamento                                                                                                                                                                                             ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Curva                         ;Não       ;219008;Automóvel           ;CITROEN                                           ;2017.0;Passageiro          ;Lesões Leves        ;49.0;Feminino            ;0;1;0;0;-20.616403;-40.515713
45264;122484.0;267118.0;2018-04-01;domingo;10:55:00;ES;101.0;333,3;GUARAPARI                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;3;Capotamento                                                                                                                                                                                             ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Curva                         ;Não       ;219008;Automóvel           ;CITROEN                                           ;2017.0;Passageiro          ;Lesões Leves        ;22.0;Feminino            ;0;1;0;0;-20.616403;-40.515713
45265;122484.0;267115.0;2018-04-01;domingo;10:55:00;ES;101.0;333,3;GUARAPARI                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;3;Capotamento                                                                                                                                                                                             ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Curva                         ;Não       ;219008;Automóvel           ;CITROEN                                           ;2017.0;Condutor            ;Lesões Leves        ;53.0;Masculino           ;0;1;0;0;-20.616403;-40.515713
45266;122484.0;267117.0;2018-04-01;domingo;10:55:00;ES;101.0;333,3;GUARAPARI                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;3;Capotamento                                                                                                                                                                                             ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Curva                         ;Não       ;219008;Automóvel           ;CITROEN                                           ;2017.0;Passageiro          ;Lesões Leves        ;28.0;Masculino           ;0;1;0;0;-20.616403;-40.515713
45267;122484.0;267123.0;2018-04-01;domingo;10:55:00;ES;101.0;333,3;GUARAPARI                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;3;Capotamento                                                                                                                                                                                             ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Curva                         ;Não       ;219009;Automóvel           ;FORD                                              ;2011.0;Passageiro          ;Ileso               ;17.0;Feminino            ;1;0;0;0;-20.616403;-40.515713
45268;122484.0;267122.0;2018-04-01;domingo;10:55:00;ES;101.0;333,3;GUARAPARI                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;3;Capotamento                                                                                                                                                                                             ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Curva                         ;Não       ;219009;Automóvel           ;FORD                                              ;2011.0;Passageiro          ;Ileso               ;27.0;Feminino            ;1;0;0;0;-20.616403;-40.515713
45269;122484.0;267121.0;2018-04-01;domingo;10:55:00;ES;101.0;333,3;GUARAPARI                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;3;Capotamento                                                                                                                                                                                             ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Curva                         ;Não       ;219009;Automóvel           ;FORD                                              ;2011.0;Passageiro          ;Ileso               ;28.0;Masculino           ;1;0;0;0;-20.616403;-40.515713
45270;122484.0;267120.0;2018-04-01;domingo;10:55:00;ES;101.0;333,3;GUARAPARI                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;3;Capotamento                                                                                                                                                                                             ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Simples             ;Curva                         ;Não       ;219009;Automóvel           ;FORD                                              ;2011.0;Condutor            ;Ileso               ;49.0;Feminino            ;1;0;0;0;-20.616403;-40.515713
45570;122598.0;267312.0;2018-04-01;domingo;18:00:00;ES;101.0;174;ARACRUZ                                                     ;Sim                 ;Ingestão de Álcool                                                                                  ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Anoitecer           ;Decrescente         ;Céu Claro           ;Simples             ;Reta                          ;Sim       ;219156;Bicicleta           ;                                                  ;;Condutor            ;Lesões Leves        ;65.0;Masculino           ;0;1;0;0;-19.60233693;-40.19258881
45571;122598.0;267308.0;2018-04-01;domingo;18:00:00;ES;101.0;174;ARACRUZ                                                     ;Sim                 ;Ingestão de Álcool                                                                                  ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Anoitecer           ;Decrescente         ;Céu Claro           ;Simples             ;Reta                          ;Sim       ;219153;Motoneta            ;                                                  ;;Condutor            ;Lesões Leves        ;62.0;Masculino           ;0;1;0;0;-19.60233693;-40.19258881
45601;122610.0;267435.0;2018-04-01;domingo;20:10:00;ES;101.0;294;CARIACICA                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Tombamento                                                                                                                                                                                              ;Com Vítimas Feridas;Plena Noite         ;Decrescente         ;Céu Claro           ;Dupla               ;Curva                         ;Sim       ;219312;Motocicleta         ;HONDA                                             ;2009.0;Condutor            ;Lesões Graves       ;21.0;Masculino           ;0;0;1;0;-20.32469173;-40.39556175
45717;122666.0;269480.0;2018-04-02;segunda-feira;05:15:00;ES;101.0;228,9;FUNDAO                                                      ;Sim                 ;Condutor Dormindo                                                                                   ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Amanhecer           ;Decrescente         ;Céu Claro           ;Simples             ;Curva                         ;Sim       ;219358;Ônibus              ;MBENZ                                             ;2014.0;Condutor            ;Ileso               ;48.0;Masculino           ;1;0;0;0;-19.92816818;-40.40771484
45718;122666.0;269479.0;2018-04-02;segunda-feira;05:15:00;ES;101.0;228,9;FUNDAO                                                      ;Sim                 ;Condutor Dormindo                                                                                   ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Amanhecer           ;Decrescente         ;Céu Claro           ;Simples             ;Curva                         ;Sim       ;219357;Automóvel           ;FIAT                                              ;2010.0;Passageiro          ;Ileso               ;4.0;Masculino           ;1;0;0;0;-19.92816818;-40.40771484
45719;122666.0;269478.0;2018-04-02;segunda-feira;05:15:00;ES;101.0;228,9;FUNDAO                                                      ;Sim                 ;Condutor Dormindo                                                                                   ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Amanhecer           ;Decrescente         ;Céu Claro           ;Simples             ;Curva                         ;Sim       ;219357;Automóvel           ;FIAT                                              ;2010.0;Condutor            ;Lesões Leves        ;21.0;Masculino           ;0;1;0;0;-19.92816818;-40.40771484
45790;122693.0;267781.0;2018-04-02;segunda-feira;07:45:00;ES;101.0;268,7;SERRA                                                       ;Sim                 ;Falta de Atenção do Pedestre                                                                        ;1;Atropelamento de Pedestre                                                                                                                                                                               ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Múltipla            ;Reta                          ;Sim       ;219471;Motocicleta         ;                                                  ;;Condutor            ;Não Informado       ;;Não Informado       ;0;0;0;0;-20.21512413;-40.26936722
45791;122693.0;267786.0;2018-04-02;segunda-feira;07:45:00;ES;101.0;268,7;SERRA                                                       ;Sim                 ;Falta de Atenção do Pedestre                                                                        ;1;Atropelamento de Pedestre                                                                                                                                                                               ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Múltipla            ;Reta                          ;Sim       ;219471;Motocicleta         ;                                                  ;;Pedestre            ;Lesões Leves        ;59.0;Feminino            ;0;1;0;0;-20.21512413;-40.26936722
45896;122739.0;267806.0;2018-04-02;segunda-feira;11:40:00;ES;101.0;162,1;LINHARES                                                    ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Sol                 ;Simples             ;Interseção de vias            ;Não       ;219487;Motocicleta         ;HONDA                                             ;2016.0;Condutor            ;Ileso               ;55.0;Masculino           ;1;0;0;0;-19.49186785;-40.12745242
45897;122739.0;267809.0;2018-04-02;segunda-feira;11:40:00;ES;101.0;162,1;LINHARES                                                    ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Sol                 ;Simples             ;Interseção de vias            ;Não       ;219486;Ônibus              ;M.BENZ                                            ;1991.0;Condutor            ;Ileso               ;46.0;Masculino           ;1;0;0;0;-19.49186785;-40.12745242
45898;122739.0;267803.0;2018-04-02;segunda-feira;11:40:00;ES;101.0;162,1;LINHARES                                                    ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Sol                 ;Simples             ;Interseção de vias            ;Não       ;219487;Motocicleta         ;HONDA                                             ;2016.0;Passageiro          ;Lesões Graves       ;22.0;Masculino           ;0;0;1;0;-19.49186785;-40.12745242
46058;122831.0;269867.0;2018-04-02;segunda-feira;17:56:00;ES;101.0;266,4;SERRA                                                       ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Anoitecer           ;Crescente           ;Céu Claro           ;Múltipla            ;Reta                          ;Sim       ;219673;Motocicleta         ;HONDA                                             ;2015.0;Condutor            ;Lesões Leves        ;22.0;Masculino           ;0;1;0;0;-20.1215224;-40.3077898
46059;122831.0;269865.0;2018-04-02;segunda-feira;17:56:00;ES;101.0;266,4;SERRA                                                       ;Sim                 ;Desobediência às normas de trânsito pelo condutor                                                   ;1;Colisão lateral                                                                                                                                                                                         ;Com Vítimas Feridas;Anoitecer           ;Crescente           ;Céu Claro           ;Múltipla            ;Reta                          ;Sim       ;219670;Automóvel           ;GM                                                ;2007.0;Condutor            ;Ileso               ;40.0;Masculino           ;1;0;0;0;-20.1215224;-40.3077898
46104;122853.0;268139.0;2018-04-02;segunda-feira;20:25:00;ES;101.0;367,9;ANCHIETA                                                    ;Sim                 ;Velocidade Incompatível                                                                             ;1;Saída de leito carroçável                                                                                                                                                                               ;Com Vítimas Feridas;Plena Noite         ;Decrescente         ;Céu Claro           ;Simples             ;Reta                          ;Não       ;219738;Caminhão            ;VW                                                ;2007.0;Condutor            ;Lesões Graves       ;49.0;Masculino           ;0;0;1;0;-20.79078224;-40.80047607
46176;122888.0;270367.0;2018-04-03;terça-feira;01:00:00;ES;101.0;374;ICONHA                                                      ;Sim                 ;Falta de Atenção à Condução                                                                         ;1;Colisão com objeto estático                                                                                                                                                                             ;Com Vítimas Feridas;Plena Noite         ;Crescente           ;Céu Claro           ;Simples             ;Curva                         ;Não       ;221615;Automóvel           ;I                                                 ;2014.0;Condutor            ;Lesões Leves        ;54.0;Masculino           ;0;1;0;0;-20.78821449;-40.80184937
46210;122906.0;268262.0;2018-04-03;terça-feira;07:00:00;ES;101.0;290;CARIACICA                                                   ;Sim                 ;Defeito Mecânico no Veículo                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Sem Vítimas;Pleno dia           ;Decrescente         ;Sol                 ;Simples             ;Reta                          ;Sim       ;219845;Automóvel           ;I                                                 ;2015.0;Condutor            ;Ileso               ;56.0;Masculino           ;1;0;0;0;-20.32378749;-40.39741516
46211;122906.0;268219.0;2018-04-03;terça-feira;07:00:00;ES;101.0;290;CARIACICA                                                   ;Sim                 ;Defeito Mecânico no Veículo                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Sem Vítimas;Pleno dia           ;Decrescente         ;Sol                 ;Simples             ;Reta                          ;Sim       ;219844;Caminhão            ;M.BENZ                                            ;2014.0;Passageiro          ;Ileso               ;30.0;Masculino           ;1;0;0;0;-20.32378749;-40.39741516
46212;122906.0;268218.0;2018-04-03;terça-feira;07:00:00;ES;101.0;290;CARIACICA                                                   ;Sim                 ;Defeito Mecânico no Veículo                                                                         ;1;Colisão lateral                                                                                                                                                                                         ;Sem Vítimas;Pleno dia           ;Decrescente         ;Sol                 ;Simples             ;Reta                          ;Sim       ;219844;Caminhão            ;M.BENZ                                            ;2014.0;Condutor            ;Ileso               ;20.0;Masculino           ;1;0;0;0;-20.32378749;-40.39741516
46282;122947.0;268282.0;2018-04-03;terça-feira;11:30:00;ES;101.0;358;GUARAPARI                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;2;Tombamento                                                                                                                                                                                              ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Dupla               ;Reta                          ;Não       ;219908;Motocicleta         ;HONDA                                             ;2008.0;Passageiro          ;Lesões Graves       ;30.0;Feminino            ;0;0;1;0;-20.658430600000003;-40.614482
46283;122947.0;268281.0;2018-04-03;terça-feira;11:30:00;ES;101.0;358;GUARAPARI                                                   ;Sim                 ;Falta de Atenção à Condução                                                                         ;2;Tombamento                                                                                                                                                                                              ;Com Vítimas Feridas;Pleno dia           ;Crescente           ;Céu Claro           ;Dupla               ;Reta                          ;Não       ;219908;Motocicleta         ;HONDA                                             ;2008.0;Condutor            ;Lesões Leves        ;26.0;Masculino           ;0;1;0;0;-20.658430600000003;-40.614482
46300;122958.0;268309.0;2018-04-03;terça-feira;12:00:00;ES;101.0;300,2;VIANA                                                       ;Sim                 ;Velocidade Incompatível                                                                             ;1;Colisão traseira                                                                                                                                                                                        ;Com Vítimas Feridas;Pleno dia           ;Decrescente         ;Céu Claro           ;Dupla               ;Reta                          ;Sim       ;219931;Caminhão-trator     ;VOLVO                                             ;2011.0;Condutor            ;Ileso               ;53.0;Masculino           ;1;0;0;0;-20.36025367;-40.43396562
